X 0 62	X 0 0
X 0 0a6163616163	X 0 0
X 0 0a610a61626362	X 0 0
C 2 2e5e5b5b3d613d5d5d24	C 0 0 0
X 2 6261	X 0 0
X 0 -	X 0 0
X 2 630a6262	X 0 0
X 0 6363636161	X 0 0
X 2 61626361626362	X 0 0
X 3 63616163626161	X 0 0
C 2 2828625b61625d293f3f293f	C 0 0 2
X 2 0a630a0a0a61	X 0 1 0,0 0,0 -1,-1
X 0 6262620a	X 0 1 0,0 0,0 -1,-1
X 0 6162610a616363	X 0 1 0,0 0,0 -1,-1
X 2 -	X 0 1 0,0 0,0 -1,-1
X 0 620a0a620a6161	X 0 1 0,0 0,0 -1,-1
X 3 6163	X 0 1 0,0 0,0 -1,-1
C 2 5b5b3a616c7068613a5d5d622e7c5b612d635d	C 0 0 0
X 0 62	X 0 1 0,1
X 1 6163	X 0 1 0,1
X 3 63	X 0 1 0,1
X 3 6162	X 0 1 0,1
X 1 6161610a	X 0 1 0,1
X 1 630a61616163	X 0 1 0,1
C 2 5b5b3d613d5d5d635b5b3d613d5d5d28285b61625d297b327d297b327d3f	C 0 0 2
X 0 62636261	X 0 0
X 1 616162	X 0 0
X 1 -	X 0 0
X 0 630a6163610a	X 0 0
X 1 6261	X 0 0
X 0 0a6261616162	X 0 0
C 2 5b612d635d635b5b3a616c7068613a5d5d7c2861293f635b612d635d	C 0 0 1
X 1 62610a6162	X 0 0
X 2 6163620a616162	X 0 1 0,3 -1,-1
X 0 61620a616262	X 0 0
X 3 61	X 0 0
X 2 0a610a	X 0 0
X 1 -	X 0 0
C 2 625b5e615d2e2e	C 0 0 0
X 2 6363	X 0 0
X 0 62636262	X 0 1 0,4
X 1 0a6163636161	X 0 0
X 0 62630a62	X 0 0
X 3 61630a	X 0 0
X 1 -	X 0 0
C 2 612e7b327d	C 0 0 0
X 1 61616361	X 0 1 0,3
X 0 6263620a0a62	X 0 0
X 3 63	X 0 0
X 2 6362626362620a	X 0 0
X 2 610a630a61	X 0 0
X 0 6162636163	X 0 1 0,3
C 2 62615b61625d24	C 0 0 0
X 3 6362	X 0 0
X 0 63	X 0 0
X 2 0a0a610a	X 0 0
X 1 63	X 0 0
X 2 0a6361	X 0 0
X 3 636162610a	X 0 0
C 2 612a	C 0 0 0
X 1 0a0a6161	X 0 1 0,0
X 0 63616363	X 0 1 0,0
X 2 -	X 0 1 0,0
X 2 6163	X 0 1 0,1
X 3 6362616363620a	X 0 1 0,0
X 3 616162620a6161	X 0 1 0,2
C 2 2863297b327d7c5b5b3a616c7068613a5d5d7b327d7c2e635b5b3a616c7068613a5d5d	C 0 0 1
X 0 6163636261	X 0 1 0,3 -1,-1
X 1 62	X 0 0
X 0 61616363	X 0 1 0,2 -1,-1
X 0 61626161610a	X 0 1 0,2 -1,-1
X 1 6263610a61	X 0 1 0,3 -1,-1
X 3 616262	X 0 1 0,2 -1,-1
C 2 5b612d635d5b5b3a616c7068613a5d5d7c5b612d635d5b5b3d613d5d5d5b61625d24	C 0 0 0
X 2 61	X 0 0
X 3 63630a0a0a0a	X 0 1 0,2
X 1 0a620a0a610a61	X 0 0
X 1 630a6162	X 0 1 2,4
X 2 610a6162	X 0 1 2,4
X 2 6363616161630a	X 0 1 0,2
C 2 5b612d635d5b5b3d613d5d5d5b612d635d623f24	C 0 0 0
X 2 -	X 0 0
X 2 6261	X 0 0
X 2 6262	X 0 0
X 0 0a61	X 0 0
X 3 61	X 0 0
X 2 63620a63	X 0 0
C 2 625b5e615d5b5b3d613d5d5d24	C 0 0 0
X 1 61636161	X 0 0
X 3 61610a	X 0 0
X 0 62	X 0 0
X 1 0a62	X 0 0
X 0 62636363	X 0 0
X 1 -	X 0 0
C 2 5b5e615d5e6124	C 0 0 0
X 2 0a0a0a6262	X 0 0
X 2 0a6262636261	X 0 0
X 0 62	X 0 0
X 2 6362616162	X 0 0
X 3 62616263626362	X 0 0
X 2 -	X 0 0
C 2 5b612d635d2e5e62	C 0 0 0
X 1 63616163616163	X 0 0
X 0 630a62	X 0 0
X 1 62620a0a63	X 0 0
X 0 620a	X 0 0
X 0 0a610a62	X 0 0
X 3 6362	X 0 0
C 2 5e2e5b612d635d7c5b5b3d613d5d5d5b612d635d5b61625d7b302c327d3f	C 0 0 0
X 0 -	X 0 0
X 0 62616362	X 0 1 0,2
X 3 620a620a	X 0 0
X 0 616261	X 0 1 0,2
X 0 6161620a0a0a	X 0 1 0,2
X 3 6263	X 0 0
C 2 615e5b61625d2e6124	C 0 0 0
X 0 0a63610a61	X 0 0
X 0 0a0a0a	X 0 0
X 2 0a610a61	X 0 0
X 0 0a63610a6262	X 0 0
X 1 61	X 0 0
X 2 63	X 0 0
C 2 5b612d635d5b5b3a616c7068613a5d5d5b612d635d7c28615b61625d297b302c327d3f	C 0 0 1
X 2 626262	X 0 1 0,3 -1,-1
X 1 610a6361610a61	X 0 1 0,0 -1,-1
X 3 620a0a0a61	X 0 1 0,0 -1,-1
X 1 61	X 0 1 0,0 -1,-1
X 3 6362	X 0 1 0,0 -1,-1
X 0 6261	X 0 1 0,0 -1,-1
C 2 5b61625d5b612d635d5e61	C 0 0 0
X 1 0a630a0a0a	X 0 0
X 0 630a620a0a6162	X 0 0
X 3 0a610a63626262	X 0 0
X 0 0a	X 0 0
X 3 -	X 0 0
X 3 6361	X 0 0
C 2 285b612d635d2b297b312c7d3f	C 0 0 1
X 0 -	X 0 0
X 0 610a0a	X 0 1 0,1 0,1
X 3 0a63	X 0 1 1,2 1,2
X 1 0a636162	X 0 1 1,2 1,2
X 2 0a630a616261	X 0 1 1,2 1,2
X 3 62	X 0 1 0,1 0,1
C 2 286363297b302c327d28632924	C 0 0 2
X 1 63630a62	X 0 1 1,2 -1,-1 1,2
X 3 620a	X 0 0
X 0 626162636163	X 0 1 5,6 -1,-1 5,6
X 1 626362630a0a63	X 0 1 3,4 -1,-1 3,4
X 3 616362636362	X 0 0
X 0 63610a0a63	X 0 1 4,5 -1,-1 4,5
C 2 5b5b3d613d5d5d5b612d635d2a3f	C 0 0 0
X 0 0a0a616261620a	X 0 1 2,3
X 2 -	X 0 0
X 3 0a61636262	X 0 1 1,2
X 3 0a0a0a0a63	X 0 0
X 3 0a630a0a0a61	X 0 1 5,6
X 2 630a0a6161	X 0 1 3,4
C 2 285b5e615d7c5b5b3d613d5d5d297b312c7d3f7c5b61625d5b61625d	C 0 0 1
X 1 -	X 0 0
X 1 63616163	X 0 1 0,1 0,1
X 1 6161636161630a	X 0 1 0,2 -1,-1
X 3 630a61636163	X 0 1 0,1 0,1
X 3 -	X 0 0
X 0 62610a63	X 0 1 0,2 -1,-1
C 2 5e285b5b3a616c7068613a5d5d292a24	C 0 0 1
X 3 620a62	X 0 0
X 0 62610a61	X 0 1 0,2 1,2
X 3 -	X 0 0
X 2 63	X 0 0
X 0 6361630a616262	X 0 1 0,3 2,3
X 1 620a6362630a	X 0 1 2,5 4,5
C 2 5b61625d3f	C 0 0 0
X 0 61	X 0 1 0,1
X 0 0a630a63	X 0 1 0,0
X 1 63	X 0 1 0,0
X 0 616363620a61	X 0 1 0,1
X 1 63	X 0 1 0,0
X 0 61	X 0 1 0,1
C 2 625b5b3d613d5d5d5b61625d2e	C 0 0 0
X 1 0a62620a62610a	X 0 0
X 0 -	X 0 0
X 2 -	X 0 0
X 1 62	X 0 0
X 3 0a63	X 0 0
X 1 63636263	X 0 0
C 2 5b5b3d613d5d5d615b5b3d613d5d5d24	C 0 0 0
X 0 0a	X 0 0
X 3 61630a0a610a63	X 0 0
X 2 63	X 0 0
X 2 -	X 0 0
X 2 610a63620a	X 0 0
X 3 0a0a6162620a61	X 0 0
C 2 5b5b3a616c7068613a5d5d5b5e615d625b5e615d	C 0 0 0
X 1 610a6262	X 0 0
X 0 6163	X 0 0
X 1 0a620a630a6161	X 0 0
X 0 -	X 0 0
X 3 6261	X 0 0
X 2 6363630a0a63	X 0 0
C 2 63637b312c7d7c615b61625d24	C 0 0 0
X 3 6263626162	X 0 0
X 2 0a0a63616263	X 0 0
X 1 63626162626261	X 0 0
X 3 -	X 0 0
X 3 62	X 0 0
X 2 62	X 0 0
C 2 5e285b5b3d613d5d5d292b24	C 0 0 1
X 1 61630a0a0a	X 0 0
X 1 610a	X 0 0
X 3 0a	X 0 0
X 3 636162620a62	X 0 0
X 1 63610a	X 0 0
X 1 62	X 0 0
C 2 637b327d24	C 0 0 0
X 0 6161630a62	X 0 0
X 1 0a636263630a	X 0 1 3,5
X 3 -	X 0 0
X 1 0a6363	X 0 1 1,3
X 0 630a0a620a	X 0 0
X 1 636263	X 0 0
C 2 5e5b5e615d5b612d635d24	C 0 0 0
X 2 626261	X 0 0
X 3 0a626262616261	X 0 0
X 1 -	X 0 0
X 2 -	X 0 0
X 2 61626261620a	X 0 0
X 3 61610a616361	X 0 0
C 2 285b612d635d285b5e615d29293f3f	C 0 0 2
X 2 610a0a	X 0 1 0,0 -1,-1 -1,-1
X 3 0a	X 0 1 0,0 -1,-1 -1,-1
X 2 -	X 0 1 0,0 -1,-1 -1,-1
X 2 -	X 0 1 0,0 -1,-1 -1,-1
X 3 6361620a0a61	X 0 1 0,0 -1,-1 -1,-1
X 2 63636362616261	X 0 1 0,0 -1,-1 -1,-1
C 2 5b61625d5b5e615d2424	C 0 0 0
X 2 626161	X 0 0
X 2 -	X 0 0
X 2 63	X 0 0
X 1 6162610a	X 0 0
X 2 6263630a620a	X 0 0
X 3 -	X 0 0
C 2 2862295b5e615d5b61625d24	C 0 0 1
X 2 63630a61616361	X 0 0
X 0 6162630a61	X 0 0
X 1 610a616261630a	X 0 0
X 2 6261626362	X 0 0
X 2 61626161	X 0 0
X 3 -	X 0 0
C 2 5e5b5e615d7b312c7d	C 0 0 0
X 0 0a61626161	X 0 0
X 0 63610a6361	X 0 1 0,1
X 1 63	X 0 0
X 1 6161616161	X 0 0
X 3 610a610a0a	X 0 0
X 2 0a636363	X 0 1 1,4
C 2 5e5b612d635d7b312c7d7c5b612d635d5b5b3d613d5d5d7c61	C 0 0 0
X 2 0a6161	X 0 1 1,3
X 2 0a62	X 0 1 1,2
X 3 6362616363	X 0 1 1,3
X 2 6262	X 0 1 0,2
X 0 630a630a0a	X 0 1 0,1
X 1 61616363	X 0 1 0,2
C 2 6224	C 0 0 0
X 0 0a6362	X 0 1 2,3
X 2 616262630a0a	X 0 0
X 3 0a	X 0 0
X 1 -	X 0 0
X 1 626362	X 0 1 2,3
X 1 626263	X 0 0
C 2 285b5b3d613d5d5d5b5e615d297b302c327d7c2e2e2a	C 0 0 1
X 0 6163630a	X 0 1 0,3 -1,-1
X 3 61626362616161	X 0 1 0,7 -1,-1
X 2 6362	X 0 1 0,2 -1,-1
X 0 0a62636261	X 0 1 0,0 -1,-1
X 0 636262616161	X 0 1 0,6 -1,-1
X 1 0a0a	X 0 1 0,0 -1,-1
C 2 5e5e6224	C 0 0 0
X 3 610a616362	X 0 0
X 2 61626163	X 0 0
X 0 0a616262	X 0 0
X 0 0a	X 0 0
X 1 636362	X 0 0
X 3 -	X 0 0
C 2 5b5b3a616c7068613a5d5d5b5b3d613d5d5d	C 0 0 0
X 0 620a62	X 0 0
X 3 6162616261	X 0 1 1,3
X 0 0a62610a620a62	X 0 1 1,3
X 1 0a61	X 0 0
X 1 63	X 0 0
X 1 62630a	X 0 0
C 2 5b61625d5b5e615d5b5b3d613d5d5d24	C 0 0 0
X 0 6361620a62	X 0 0
X 0 62626261	X 0 1 1,4
X 3 0a61636363	X 0 0
X 0 63636161620a	X 0 0
X 2 63620a636162	X 0 0
X 2 61636163	X 0 0
C 2 285b5b3d613d5d5d2e24297b327d	C 0 0 1
X 0 620a63	X 0 0
X 1 -	X 0 0
X 0 62	X 0 0
X 0 0a0a626363	X 0 0
X 2 0a63610a0a62	X 0 0
X 0 62616163620a0a	X 0 0
C 2 63617c5b61625d2e635e2e	C 0 0 0
X 2 610a	X 0 0
X 2 6163610a61	X 0 1 1,3
X 3 626361610a61	X 0 1 1,3
X 2 63620a6161630a	X 0 0
X 1 0a620a610a	X 0 0
X 0 0a	X 0 0
C 2 615b5e615d5b5b3a616c7068613a5d5d62	C 0 0 0
X 2 0a62	X 0 0
X 0 6363620a610a	X 0 0
X 0 0a6162	X 0 0
X 2 61630a62	X 0 0
X 1 62	X 0 0
X 2 62620a6161620a	X 0 0
C 2 5b61625d5b5e615d2e5b5b3a616c7068613a5d5d5b61625d61	C 0 0 0
X 3 61	X 0 0
X 3 0a	X 0 0
X 0 6161626361	X 0 0
X 0 0a630a0a	X 0 0
X 1 626363620a62	X 0 0
X 0 6261626162	X 0 0
C 2 5b61625d2e5b61625d24	C 0 0 0
X 1 -	X 0 0
X 1 0a610a61	X 0 0
X 1 0a616263	X 0 0
X 3 630a630a	X 0 0
X 2 61	X 0 0
X 0 0a61610a0a	X 0 0
C 2 5b5e615d282e297b312c7d3f7c625b5b3d613d5d5d	C 0 0 1
X 1 630a	X 0 0
X 1 63	X 0 0
X 3 63	X 0 0
X 1 0a	X 0 0
X 2 61610a610a0a	X 0 0
X 2 61620a0a61620a	X 0 0
C 2 5e5b5e615d5b61625d24	C 0 0 0
X 3 6163	X 0 0
X 3 0a62630a	X 0 0
X 1 61610a630a	X 0 0
X 3 0a0a0a0a626362	X 0 0
X 1 6262636263	X 0 0
X 3 6263630a63	X 0 0
C 2 285b5b3d613d5d5d617b327d3f297b327d3f	C 0 0 1
X 1 0a	X 0 0
X 0 6261	X 0 0
X 3 -	X 0 0
X 2 63610a	X 0 0
X 1 61	X 0 0
X 2 626161610a0a	X 0 0
C 2 2e5e5b612d635d2e	C 0 0 0
X 2 610a630a610a	X 0 0
X 3 6263626363	X 0 0
X 1 63	X 0 0
X 2 6163	X 0 0
X 1 62616161	X 0 0
X 0 626363610a61	X 0 0
C 2 5e2e625b5b3a616c7068613a5d5d	C 0 0 0
X 3 620a	X 0 0
X 1 620a62630a6161	X 0 0
X 2 626162	X 0 0
X 3 62620a6361	X 0 0
X 2 62630a	X 0 0
X 3 63616161616161	X 0 0
C 2 5b5e615d28285b61625d292a297b302c327d	C 0 0 2
X 2 636262610a6163	X 0 1 0,4 1,4 3,4
X 0 62620a6261	X 0 1 0,2 1,2 1,2
X 2 61616361	X 0 1 2,4 3,4 3,4
X 3 0a0a6361	X 0 1 2,4 3,4 3,4
X 1 0a610a0a636362	X 0 1 4,5 5,5 -1,-1
X 0 6162	X 0 1 1,2 2,2 -1,-1
C 2 5b612d635d5b612d635d627c2e61	C 0 0 0
X 1 -	X 0 0
X 0 63	X 0 0
X 1 62	X 0 0
X 1 626263	X 0 0
X 2 61616162	X 0 1 0,2
X 0 62636263	X 0 1 0,3
C 2 5b61625d7c5b5b3d613d5d5d5e5b5b3a616c7068613a5d5d24	C 0 0 0
X 0 626163616362	X 0 1 0,1
X 2 630a616262	X 0 1 2,3
X 3 626162	X 0 1 0,1
X 0 62	X 0 1 0,1
X 1 6162	X 0 1 0,1
X 3 620a0a6262	X 0 1 0,1
C 2 28622424297b312c7d	C 0 0 1
X 2 620a62	X 0 1 0,1 0,1
X 1 61	X 0 0
X 1 0a63	X 0 0
X 1 0a63626263	X 0 0
X 2 0a0a0a	X 0 0
X 0 610a63630a63	X 0 0
C 2 5b612d635d2e5b612d635d5b5e615d	C 0 0 0
X 0 626262	X 0 0
X 2 620a620a63	X 0 0
X 2 -	X 0 0
X 3 616162630a6161	X 0 1 0,4
X 3 6163616161610a	X 0 0
X 1 6362636161620a	X 0 1 2,6
C 2 5b5e615d5b61625d2424	C 0 0 0
X 1 62610a6362	X 0 1 0,2
X 0 0a620a63626162	X 0 0
X 1 620a	X 0 0
X 1 0a0a	X 0 0
X 2 630a	X 0 0
X 0 6262	X 0 1 0,2
C 2 5b5b3d613d5d5d5b5b3d613d5d5d7b302c327d	C 0 0 0
X 0 610a6362	X 0 1 0,1
X 2 626261630a	X 0 1 2,3
X 1 610a0a	X 0 1 0,1
X 0 6262616163	X 0 1 2,4
X 2 626161630a	X 0 1 1,3
X 1 0a610a6161	X 0 1 1,2
C 2 285e5b5b3d613d5d5d29	C 0 0 1
X 3 6262	X 0 0
X 1 630a61	X 0 1 2,3 2,3
X 1 616162	X 0 0
X 1 61636263	X 0 0
X 3 -	X 0 0
X 1 630a0a63	X 0 0
C 2 5e2e5b5b3d613d5d5d7c5e5b5b3d613d5d5d6363	C 0 0 0
X 2 63620a63	X 0 0
X 0 -	X 0 0
X 0 62620a	X 0 0
X 3 63620a6261610a	X 0 1 3,5
X 0 610a6162	X 0 0
X 2 620a62610a	X 0 1 2,4
C 2 5b5b3d613d5d5d5b5b3d613d5d5d2424	C 0 0 0
X 1 616361	X 0 0
X 2 0a630a630a	X 0 0
X 3 61626162	X 0 0
X 2 630a620a6362	X 0 0
X 3 61620a0a61	X 0 0
X 0 0a610a62	X 0 0
C 2 5b5b3d613d5d5d285b5b3a616c7068613a5d5d292a5e5b5e615d	C 0 0 1
X 3 0a620a	X 0 0
X 2 -	X 0 0
X 2 0a0a62610a6263	X 0 0
X 1 -	X 0 0
X 1 -	X 0 0
X 3 -	X 0 0
C 2 285b5e615d3f29	C 0 0 1
X 2 62616363	X 0 1 0,1 0,1
X 1 626362630a	X 0 1 0,1 0,1
X 3 610a	X 0 1 0,0 0,0
X 1 62626362	X 0 1 0,1 0,1
X 0 63616263	X 0 1 0,1 0,1
X 2 62	X 0 1 0,1 0,1
C 2 285b61625d5b5b3a616c7068613a5d5d5b5b3a616c7068613a5d5d297b302c327d	C 0 0 1
X 2 -	X 0 1 0,0 -1,-1
X 3 62636162630a	X 0 1 0,3 0,3
X 3 6163	X 0 1 0,0 -1,-1
X 2 0a0a616262630a	X 0 1 0,0 -1,-1
X 0 6361630a630a	X 0 1 0,0 -1,-1
X 0 63626263	X 0 1 0,0 -1,-1
C 2 2e285b5b3d613d5d5d5b5b3d613d5d5d297b302c327d	C 0 0 1
X 2 -	X 0 0
X 2 -	X 0 0
X 0 0a0a62620a0a62	X 0 1 2,3 -1,-1
X 3 0a610a63	X 0 1 1,2 -1,-1
X 1 6162	X 0 1 0,1 -1,-1
X 3 61	X 0 1 0,1 -1,-1
C 2 5b5b3d613d5d5d2a	C 0 0 0
X 0 63	X 0 1 0,0
X 3 -	X 0 1 0,0
X 3 6162620a626362	X 0 1 0,1
X 1 0a6163620a6361	X 0 1 0,0
X 0 63620a	X 0 1 0,0
X 1 630a61636161	X 0 1 0,0
C 2 5b5e615d2b3f24	C 0 0 0
X 3 616363	X 0 0
X 1 626163	X 0 1 2,3
X 2 63610a616362	X 0 0
X 0 62636362620a	X 0 1 0,5
X 3 0a636261	X 0 0
X 1 63620a0a	X 0 1 0,2
C 2 63627b302c327d24	C 0 0 0
X 1 61	X 0 0
X 0 -	X 0 0
X 3 6262	X 0 0
X 2 -	X 0 0
X 1 63	X 0 1 0,1
X 1 0a610a63630a	X 0 1 4,5
C 2 5e285b61625d292b3f5b5b3a616c7068613a5d5d5b612d635d	C 0 0 1
X 3 616163620a61	X 0 0
X 0 620a63620a63	X 0 0
X 0 616361	X 0 1 0,3 0,1
X 1 63630a	X 0 0
X 2 626361616162	X 0 1 0,3 0,1
X 0 610a636262	X 0 0
C 2 5b5b3a616c7068613a5d5d2a	C 0 0 0
X 0 63	X 0 1 0,1
X 2 61620a620a	X 0 1 0,2
X 3 0a636161	X 0 1 0,0
X 0 -	X 0 1 0,0
X 0 6261616363	X 0 1 0,5
X 3 -	X 0 1 0,0
C 2 5b61625d5b5b3a616c7068613a5d5d285b5b3d613d5d5d292a	C 0 0 1
X 1 62616362	X 0 1 0,2 -1,-1
X 0 6261630a6161	X 0 1 0,2 -1,-1
X 0 61636261	X 0 1 0,2 -1,-1
X 1 -	X 0 0
X 0 616263	X 0 1 0,2 -1,-1
X 0 63636163610a63	X 0 1 2,5 4,5
C 2 5b612d635d5b5b3d613d5d5d627c5b61625d5b612d635d	C 0 0 0
X 1 616161	X 0 1 0,2
X 3 -	X 0 0
X 0 -	X 0 0
X 3 6363	X 0 0
X 1 0a62	X 0 0
X 0 -	X 0 0
C 2 5b5b3a616c7068613a5d5d5b61625d245b5e615d2e5b5b3d613d5d5d5b5e615d	C 0 0 0
X 2 0a0a	X 0 0
X 2 -	X 0 0
X 3 620a6361620a0a	X 0 0
X 0 62630a6261	X 0 0
X 2 636161620a6262	X 0 0
X 2 630a	X 0 0
C 2 5b612d635d7b312c7d3f	C 0 0 0
X 0 6163	X 0 1 0,1
X 3 630a62	X 0 1 0,1
X 2 62620a	X 0 1 0,1
X 1 0a6163620a	X 0 1 1,2
X 3 63626363616163	X 0 1 0,1
X 1 6162630a63610a	X 0 1 0,1
C 2 5b5e615d7b327d7c5b61625d245b612d635d5b5e615d	C 0 0 0
X 2 6363616262	X 0 1 0,2
X 2 62636163636162	X 0 1 0,2
X 2 620a610a	X 0 0
X 0 63636162	X 0 1 0,2
X 0 616163626263	X 0 1 2,4
X 0 63	X 0 0
C 2 627b302c327d	C 0 0 0
X 2 0a6263	X 0 1 0,0
X 2 61626262	X 0 1 0,0
X 1 0a636163	X 0 1 0,0
X 3 0a6361	X 0 1 0,0
X 3 0a63	X 0 1 0,0
X 3 630a62610a0a0a	X 0 1 0,0
C 2 5e2e5b5e615d6124	C 0 0 0
X 3 626262636161	X 0 0
X 1 -	X 0 0
X 3 0a	X 0 0
X 1 626363	X 0 0
X 0 -	X 0 0
X 3 616263	X 0 0
C 2 5b5b3d613d5d5d2b	C 0 0 0
X 2 0a	X 0 0
X 1 610a630a62	X 0 1 0,1
X 2 62	X 0 0
X 3 63626262610a62	X 0 1 4,5
X 0 0a61	X 0 1 1,2
X 1 0a61	X 0 1 1,2
C 2 2e5e285b5e615d292a	C 0 0 1
X 3 63626263	X 0 0
X 0 62626161	X 0 0
X 2 620a6163626363	X 0 0
X 0 63	X 0 0
X 0 630a	X 0 0
X 0 616163	X 0 0
C 2 5b5e615d635b5e615d637c5b5b3d613d5d5d	C 0 0 0
X 3 61616361620a	X 0 1 0,1
X 0 6161620a61	X 0 1 0,1
X 0 6163610a6162	X 0 1 0,1
X 3 63	X 0 0
X 3 62630a	X 0 0
X 2 6261	X 0 1 1,2
C 2 28625b5b3d613d5d5d5b61625d29	C 0 0 1
X 0 -	X 0 0
X 1 616363	X 0 0
X 1 630a0a	X 0 0
X 3 0a0a616362	X 0 0
X 0 6161630a	X 0 0
X 1 0a0a0a0a610a	X 0 0
C 2 5b5e615d5b5b3a616c7068613a5d5d5b612d635d62	C 0 0 0
X 0 -	X 0 0
X 3 -	X 0 0
X 1 63620a	X 0 0
X 3 0a626262620a	X 0 1 1,5
X 3 -	X 0 0
X 1 6162630a63630a	X 0 0
C 2 285b5b3a616c7068613a5d5d5b5b3a616c7068613a5d5d7c622b3f293f	C 0 0 1
X 0 0a630a	X 0 1 0,0 -1,-1
X 2 61	X 0 1 0,0 -1,-1
X 2 626162	X 0 1 0,2 0,2
X 1 -	X 0 1 0,0 -1,-1
X 2 -	X 0 1 0,0 -1,-1
X 3 0a6161	X 0 1 0,0 -1,-1
C 2 5b61625d5b5b3d613d5d5d5b5e615d62	C 0 0 0
X 0 -	X 0 0
X 2 626261630a	X 0 0
X 2 61	X 0 0
X 1 63	X 0 0
X 3 6163630a616362	X 0 0
X 2 61626263636262	X 0 0
C 2 5b61625d625b612d635d5b5e615d5b61625d	C 0 0 0
X 2 620a6362	X 0 0
X 1 636361	X 0 0
X 3 0a	X 0 0
X 3 0a6363620a6362	X 0 0
X 2 62626263610a	X 0 1 0,5
X 3 61616262	X 0 0
C 2 5b5b3a616c7068613a5d5d285e5b5b3a616c7068613a5d5d297b302c327d3f	C 0 0 1
X 2 630a62620a	X 0 1 0,1 -1,-1
X 3 61	X 0 1 0,1 -1,-1
X 1 610a620a	X 0 1 0,1 -1,-1
X 0 62610a0a	X 0 1 0,1 -1,-1
X 1 630a62	X 0 1 0,1 -1,-1
X 2 -	X 0 0
C 2 5e627c635b61625d5e5b61625d24	C 0 0 0
X 3 630a62630a	X 0 1 2,3
X 0 0a6163620a6261	X 0 1 5,6
X 1 6262630a626163	X 0 1 4,5
X 2 6162630a630a	X 0 0
X 1 63	X 0 0
X 1 0a0a0a610a0a63	X 0 0
C 2 5b5e615d2a	C 0 0 0
X 0 61	X 0 1 0,0
X 1 630a	X 0 1 0,1
X 1 6162630a620a0a	X 0 1 0,0
X 2 6363610a	X 0 1 0,2
X 1 620a	X 0 1 0,1
X 3 0a620a61	X 0 1 0,0
C 2 5b61625d5b612d635d24	C 0 0 0
X 2 630a620a	X 0 0
X 2 6161630a61	X 0 1 1,3
X 0 636261636163	X 0 1 4,6
X 3 -	X 0 0
X 1 -	X 0 0
X 0 61620a63636163	X 0 1 0,2
C 2 5b612d635d625b5b3a616c7068613a5d5d7c63	C 0 0 0
X 3 0a6161	X 0 0
X 0 -	X 0 0
X 2 -	X 0 0
X 1 -	X 0 0
X 0 6362620a636261	X 0 1 0,3
X 1 63620a0a	X 0 1 0,1
C 2 5b5b3d613d5d5d5b5b3a616c7068613a5d5d5b612d635d2e7c5e5b612d635d5b5b3a616c7068613a5d5d	C 0 0 0
X 3 620a6161626261	X 0 1 2,6
X 0 636361	X 0 1 0,2
X 1 62620a0a	X 0 0
X 2 62620a620a62	X 0 1 0,2
X 0 636161626263	X 0 1 0,2
X 1 0a6162636263	X 0 1 1,5
C 2 5b5b3a616c7068613a5d5d3f3f	C 0 0 0
X 1 6361616162	X 0 1 0,0
X 1 62610a620a	X 0 1 0,0
X 2 0a63610a61	X 0 1 0,0
X 0 0a616362626263	X 0 1 0,0
X 0 0a626361	X 0 1 0,0
X 0 626161	X 0 1 0,0
C 2 5b61625d5b612d635d285b5b3d613d5d5d29	C 0 0 1
X 1 63630a630a6262	X 0 0
X 2 61630a6362610a	X 0 0
X 1 610a6261	X 0 0
X 2 6162	X 0 0
X 1 620a0a63616163	X 0 0
X 3 610a	X 0 0
C 2 285b5b3d613d5d5d7b312c7d7c617b302c327d297b312c7d	C 0 0 1
X 3 636361	X 0 1 0,0 0,0
X 3 6262610a61	X 0 1 0,0 0,0
X 0 6363	X 0 1 0,0 0,0
X 0 0a6163616162	X 0 1 0,0 0,0
X 1 63	X 0 1 0,0 0,0
X 2 6362620a6162	X 0 1 0,0 0,0
C 2 5b5b3a616c7068613a5d5d63617c5e2e	C 0 0 0
X 3 61630a0a62	X 0 1 4,5
X 2 61	X 0 1 0,1
X 1 626261620a62	X 0 1 5,6
X 0 0a6261	X 0 1 1,2
X 2 620a6363	X 0 1 0,1
X 1 63626262626363	X 0 0
C 2 5e612a3f	C 0 0 0
X 3 626162636162	X 0 0
X 3 63	X 0 0
X 2 -	X 0 1 0,0
X 1 620a6262626362	X 0 1 2,2
X 1 6363636362	X 0 0
X 3 620a	X 0 1 2,2
C 2 5b612d635d2e5b5e615d24	C 0 0 0
X 1 0a620a620a62	X 0 0
X 2 626362610a	X 0 0
X 1 -	X 0 0
X 1 0a63626363630a	X 0 1 3,6
X 1 0a630a0a6263	X 0 0
X 1 6263	X 0 0
C 2 5e5b5b3d613d5d5d7c6124	C 0 0 0
X 0 62630a610a62	X 0 1 3,4
X 2 63616361610a61	X 0 1 4,5
X 3 616361626361	X 0 0
X 3 616163	X 0 0
X 3 0a636263	X 0 0
X 0 6363	X 0 0
C 2 5b612d635d62617c635b5b3d613d5d5d24	C 0 0 0
X 3 6161610a620a	X 0 0
X 3 -	X 0 0
X 2 63610a636263	X 0 1 0,2
X 3 630a63	X 0 0
X 3 0a62620a0a0a0a	X 0 0
X 0 6363630a	X 0 0
C 2 2e5b5b3a616c7068613a5d5d5b612d635d5b5b3d613d5d5d	C 0 0 0
X 1 -	X 0 0
X 2 6262630a	X 0 0
X 1 6263	X 0 0
